Timestamp,Open,High,Low,Close,Volume
2025-10-10 18:01:00,117638.45,117638.45,117528.6,117544.64,83.0442
2025-10-10 18:02:00,117544.64,117646.36,117530.0,117625.81,44.10835
2025-10-10 18:03:00,117625.81,117636.25,117552.24,117625.72,30.07823
2025-10-10 18:04:00,117625.73,117684.84,117625.72,117661.13,17.18074
2025-10-10 18:05:00,117661.14,117698.46,117633.2,117654.3,20.33893
2025-10-10 18:06:00,117654.3,117800.75,117566.0,117566.01,58.94512
2025-10-10 18:07:00,117566.01,117662.0,117515.0,117662.0,22.34895
2025-10-10 18:08:00,117662.0,117730.67,117616.0,117616.01,13.54791
2025-10-10 18:09:00,117616.01,117632.52,117534.79,117591.02,15.35031
2025-10-10 18:47:00,117609.99,117609.99,117487.41,117487.42,8.66942
2025-10-10 18:48:00,117487.42,117487.42,117317.17,117317.18,53.11245
2025-10-10 18:49:00,117317.18,117448.13,117288.12,117442.8,55.65749
2025-10-10 18:50:00,117442.01,117454.12,117352.55,117378.7,15.91881
2025-10-10 18:51:00,117378.7,117428.81,117360.07,117386.56,13.43996
2025-10-10 18:52:00,117386.56,117427.28,117283.76,117283.77,17.52629
2025-10-10 18:53:00,117283.76,117327.5,117252.93,117268.25,40.19971
2025-10-10 18:54:00,117268.25,117289.54,117268.25,117286.4,14.54253
2025-10-10 18:55:00,117286.39,117293.38,117273.72,117291.26,8.62974
2025-10-10 18:56:00,117291.26,117328.8,117291.25,117317.16,9.39298
2025-10-10 18:57:00,117317.16,117322.64,117302.2,117311.33,2.76898
2025-10-10 18:58:00,117311.32,117311.33,117283.71,117283.73,16.74474
2025-10-10 18:59:00,117283.72,117283.73,117237.0,117237.7,26.66246
2025-10-10 19:00:00,117237.7,117341.92,117235.45,117297.64,21.49322
2025-10-10 19:01:00,117297.64,117313.63,117234.06,117279.61,18.55394
2025-10-10 19:02:00,117279.61,117300.05,117260.42,117296.39,12.60434
2025-10-10 19:03:00,117296.4,117298.74,117292.3,117292.31,7.4749
2025-10-10 19:04:00,117292.3,117303.03,117284.67,117303.02,5.63246
2025-10-10 19:05:00,117303.03,117303.03,117170.91,117233.0,49.33891
2025-10-10 19:06:00,117233.01,117241.74,117166.89,117241.74,43.23585
2025-10-10 19:07:00,117242.82,117278.12,117227.26,117227.74,25.01235
2025-10-10 19:08:00,117227.75,117227.75,117060.97,117061.22,56.21835
2025-10-10 19:09:00,117061.21,117137.67,117010.0,117061.04,72.1288
2025-10-10 19:10:00,117061.03,117083.29,116978.71,117067.79,105.67662
2025-10-10 19:11:00,117067.78,117095.74,116720.8,116816.92,189.45624
2025-10-10 19:12:00,116816.91,116990.0,116770.9,116990.0,44.90555
2025-10-10 19:13:00,116989.99,117035.34,116964.9,116964.91,32.13328
2025-10-10 19:14:00,116964.91,116996.91,116780.68,116827.4,26.00129
2025-10-10 19:15:00,116827.4,116840.15,116650.0,116823.5,45.25811
2025-10-10 19:16:00,116823.51,116889.9,116563.5,116672.0,90.59594
2025-10-10 19:17:00,116671.99,116786.41,116642.68,116752.56,35.17948
2025-10-10 19:18:00,116752.56,116800.0,116629.56,116670.24,20.92142
2025-10-10 19:19:00,116671.6,116693.53,116578.75,116581.77,28.94435
2025-10-10 19:20:00,116581.76,116581.77,116250.0,116304.35,131.86953
2025-10-10 19:21:00,116304.35,116377.68,116000.0,116077.22,130.0697
2025-10-10 19:22:00,116077.22,116320.07,115952.47,116281.94,171.01435
2025-10-10 19:23:00,116281.95,116287.51,116140.0,116283.43,69.85071
2025-10-10 19:24:00,116283.44,116516.0,116283.44,116515.99,62.44799
2025-10-10 19:25:00,116515.99,116815.71,116515.99,116737.19,59.87864
2025-10-10 19:26:00,116737.19,116937.21,116719.62,116719.63,51.33304
2025-10-10 19:27:00,116719.63,116753.55,116480.0,116529.89,41.64924
2025-10-10 19:28:00,116529.89,116549.45,116319.86,116352.0,37.32852
2025-10-10 19:29:00,116352.0,116416.98,116040.38,116040.38,58.3242
2025-10-10 19:30:00,116040.38,116388.88,116020.05,116388.88,112.76353
2025-10-10 19:31:00,116388.88,116470.96,116326.79,116366.68,23.94091
2025-10-10 19:32:00,116365.12,116411.8,116254.88,116254.89,63.59988
2025-10-10 19:33:00,116254.89,116254.89,116000.0,116047.49,34.93024
2025-10-10 19:34:00,116047.48,116220.0,116025.7,116220.0,19.39044
2025-10-10 19:35:00,116219.99,116281.64,116088.39,116272.74,34.8466
2025-10-10 19:36:00,116272.73,116342.81,116200.4,116342.81,18.75366
2025-10-10 19:37:00,116342.81,116395.69,116304.6,116364.23,23.76689
2025-10-10 19:38:00,116364.22,116496.09,116364.22,116369.49,35.34913
2025-10-10 19:39:00,116369.48,116451.09,116356.0,116446.65,26.67295
2025-10-10 19:40:00,116446.66,116595.51,116408.04,116433.53,39.83592
2025-10-10 19:41:00,116433.54,116784.66,116433.53,116764.72,61.41984
2025-10-10 19:42:00,116764.73,116815.61,116644.99,116795.78,64.05801
2025-10-10 19:43:00,116795.78,116885.24,116753.53,116776.74,27.62569
2025-10-10 19:44:00,116776.74,116990.0,116772.47,116923.96,29.36627
2025-10-10 19:45:00,116923.96,117023.51,116923.96,116958.64,26.1519
2025-10-10 19:46:00,116958.63,116963.58,116833.61,116861.52,20.32755
